time,e1,e2,r1,r2,tau1,tau2
1.0950912,-0.0052906275,0.06332654,0.46999145,0.087925196,7.579094,6.919122
1.1000917,-0.0028066635,0.06218642,0.4787459,0.068990946,7.7694507,7.027059
1.105092,-0.000341177,0.060979962,0.48695442,0.04990065,7.9563246,7.134136
1.1100925,0.0021036863,0.059708178,0.4946154,0.030654669,8.139772,7.240402
1.1150929,0.0045257807,0.058371782,0.5017276,0.0112502575,8.319858,7.3458934
1.1200933,0.006922841,0.05697179,0.5082892,-0.008314192,8.496672,7.450659
1.1250937,0.009292603,0.055508733,0.5142989,-0.028043509,8.670321,7.554739
1.1300942,0.011633158,0.05398363,0.5197567,-0.047940195,8.840918,7.658175
1.1350946,0.013942599,0.052397072,0.5246626,-0.06800902,9.008593,7.7610025
1.140095,0.016218543,0.05074966,0.5290139,-0.08825439,9.173474,7.8632474
1.1450955,0.01845944,0.049042165,0.5328114,-0.10867888,9.335698,7.964929
1.1500958,0.020663142,0.047275126,0.5360524,-0.12928563,9.495394,8.066055
1.1550963,0.022827983,0.045449138,0.5387358,-0.15007591,9.652697,8.166624
1.1600966,0.024952054,0.043564737,0.54085845,-0.17104971,9.807713,8.266613
1.1650971,0.027033567,0.04162252,0.54241675,-0.19220495,9.960551,8.365987
1.1700975,0.029070854,0.039622843,0.5434067,-0.21353805,10.111291,8.4646845
1.175098,0.031062126,0.037566602,0.5438224,-0.23504037,10.259986,8.562632
1.1800983,0.033005595,0.035453975,0.5436569,-0.2567041,10.406663,8.659719
1.1850988,0.03489971,0.033285916,0.5429031,-0.27851415,10.551312,8.755818
1.1900991,0.036742568,0.031062782,0.5415509,-0.3004548,10.69388,8.850763
1.1950996,0.038532495,0.028785527,0.5395899,-0.32250357,10.83427,8.944369
1.2001001,0.040267825,0.026454926,0.5370087,-0.34463507,10.972328,9.036403
1.2051004,0.041946888,0.024071634,0.5337944,-0.36681998,11.107847,9.126598
1.2101009,0.043567777,0.021637022,0.5299319,-0.38902086,11.240557,9.214662
1.2151012,0.045128822,0.019152105,0.5254062,-0.4111976,11.37012,9.300247
1.2201017,0.046628237,0.01661843,0.5202005,-0.43330216,11.496126,9.382976
1.2251021,0.048063993,0.014037371,0.5142962,-0.45528263,11.618091,9.462422
1.2301025,0.049434304,0.011410952,0.5076751,-0.47707862,11.73546,9.538133
1.2351029,0.050737143,0.008740962,0.5003176,-0.49862593,11.847592,9.609596
1.2401034,0.05197072,0.006030023,0.49220455,-0.519851,11.953776,9.676278
1.2451037,0.053132653,0.00328058,0.4833144,-0.54067594,12.053213,9.7375965
1.2501042,0.054221153,0.0004956722,0.4736285,-0.5610153,12.145046,9.792952
1.2551045,0.055233955,-0.0023214817,0.46312666,-0.580778,12.228339,9.841705
1.260105,0.056168914,-0.0051670074,0.4517902,-0.5998652,12.302097,9.883208
1.2651054,0.057023764,-0.00803709,0.4396013,-0.6181748,12.36528,9.916794
1.2701058,0.05779624,-0.010926902,0.42654377,-0.6355962,12.416809,9.941804
1.2751063,0.05848396,-0.013831615,0.41260317,-0.6520161,12.455576,9.957582
1.2801067,0.059084773,-0.016746104,0.39776883,-0.66731805,12.480477,9.963494
1.2851071,0.05959642,-0.019664228,0.38203248,-0.6813795,12.490422,9.958954
1.2901075,0.060016394,-0.022579849,0.3653883,-0.69407815,12.484351,9.943417
1.295108,0.06034267,-0.025486112,0.34783682,-0.70528924,12.461278,9.916414
1.3001083,0.0605731,-0.028375983,0.32938227,-0.71489006,12.420298,9.877561
1.3051088,0.060705423,-0.031241596,0.31003308,-0.7227577,12.360623,9.826578
1.3101091,0.06073749,-0.03407508,0.2898035,-0.7287747,12.28161,9.763302
1.3151096,0.060667753,-0.036867797,0.26871604,-0.73282737,12.1827755,9.687703
1.32011,0.060494184,-0.03961122,0.24679655,-0.73481095,12.063834,9.599899
1.3251104,0.060215354,-0.042295933,0.22407973,-0.73462665,11.924707,9.500161
1.3301108,0.05982983,-0.044912755,0.20060599,-0.7321891,11.765539,9.388923
1.3351113,0.059336543,-0.047452033,0.17642343,-0.72742385,11.586719,9.266784
1.3401117,0.058734655,-0.04990405,0.15158695,-0.7202707,11.388878,9.134504
1.3451121,0.058023453,-0.052259207,0.12615752,-0.7106861,11.1728735,8.99299
1.3501126,0.057203054,-0.054507613,0.10020527,-0.6986416,10.939817,8.843304
1.3551129,0.056273103,-0.05663973,0.07380247,-0.684128,10.691017,8.686619
1.3601134,0.055234432,-0.058645964,0.047031224,-0.6671535,10.42799,8.524225
1.3651137,0.054087877,-0.06051743,0.019977123,-0.64774746,10.152415,8.357477
1.3701142,0.05283463,-0.06224507,-0.0072702765,-0.62595564,9.866107,8.187793
1.3751146,0.05147648,-0.06382072,-0.03461659,-0.60184443,9.570983,8.016604
1.380115,0.05001545,-0.06523639,-0.061965615,-0.5754969,9.269024,7.8453436
1.3851154,0.048454165,-0.06648517,-0.0892182,-0.5470152,8.962239,7.675398
1.3901159,0.046795607,-0.067560315,-0.116274655,-0.51651466,8.652631,7.508097
1.3951162,0.04504311,-0.06845629,-0.14303532,-0.4841271,8.342165,7.3446884
1.4001167,0.04320073,-0.06916797,-0.1694001,-0.44999456,8.032738,7.1863112
1.405117,0.0412724,-0.0696913,-0.19527292,-0.4142704,7.72616,7.0339847
1.4101175,0.03926289,-0.070023,-0.22055838,-0.3771159,7.424138,6.888603
1.415118,0.037177205,-0.07016063,-0.24516469,-0.33869785,7.1282606,6.7509255
1.4201183,0.03502047,-0.07010293,-0.26900554,-0.2991886,6.840003,6.621581
1.4251188,0.03279853,-0.06984913,-0.2919973,-0.2587604,6.5607157,6.501071
1.4301192,0.030516982,-0.06939983,-0.31406417,-0.21758765,6.2916384,6.389778
1.4351196,0.028182149,-0.068755805,-0.33513403,-0.17583984,6.0339046,6.287984
1.44012,0.025800347,-0.06791937,-0.35514188,-0.1336866,5.7885494,6.1958723
1.4451205,0.023378015,-0.0668931,-0.37402967,-0.09129059,5.556533,6.113559
1.4501208,0.020921588,-0.06568062,-0.3917466,-0.048810184,5.338736,6.0410957
1.4551213,0.0184381,-0.06428605,-0.40824652,-0.0063965917,5.135992,5.9784966
1.4601216,0.01593411,-0.06271458,-0.4234929,0.035803854,4.9490757,5.9257402
1.4651221,0.0134164095,-0.06097126,-0.43745506,0.07765573,4.7787285,5.882804
1.4701225,0.010891914,-0.05906254,-0.4501084,0.11902648,4.625661,5.84965
1.4751229,0.008367181,-0.056994677,-0.46143687,0.15979427,4.4905477,5.826259
1.4801234,0.0058488846,-0.05477476,-0.4714296,0.19984186,4.3740416,5.81262
1.4851238,0.003343463,-0.052410245,-0.4800827,0.23905885,4.2767606,5.808742
1.4901242,0.0008574724,-0.049908757,-0.48739684,0.2773412,4.1992955,5.8146553
1.4951246,-0.0016031265,-0.047278762,-0.4933803,0.31458777,4.142197,5.83041
1.500125,-0.004032135,-0.044528127,-0.4980444,0.35070628,4.1059694,5.8560796
1.5051254,-0.006423831,-0.04166591,-0.50140643,0.3856033,4.0910625,5.8917403
1.5101259,-0.008772492,-0.03870058,-0.5034868,0.4191929,4.09787,5.937486
1.5151262,-0.011072993,-0.03564191,-0.50431156,0.4513862,4.1267066,5.9933953
1.5201267,-0.013320088,-0.032498598,-0.5039084,0.48210257,4.1778097,6.0595512
1.525127,-0.015509009,-0.029280543,-0.5023087,0.5112579,4.2513237,6.135999
1.5301275,-0.017635226,-0.025997043,-0.4995469,0.53877336,4.347294,6.2227683
1.5351279,-0.019694686,-0.022658348,-0.49566016,0.56456727,4.4656515,6.319831
1.5401284,-0.021683097,-0.019274116,-0.49068534,0.5885628,4.606218,6.4271126
1.5451287,-0.023597002,-0.015854597,-0.4846636,0.61068267,4.7686834,6.5444756
